,,Site A (Forest),Site A,Site A,Site A,Site A
4/8/17 14:00,2:00:00 PM,25.862,25.862,0,,
4/8/17 16:00,4:00:00 PM,34.483,34.483,8.6207,,
4/9/17 8:00,8:00:00 AM,55.199,55.199,20.717,,
4/9/17 10:00,10:00:00 AM,52.438,52.438,0,,
4/9/17 12:00,12:00:00 PM,8.6207,8.6207,0,,
4/9/17 14:00,2:00:00 PM,0,0,0,,
4/9/17 16:00,4:00:00 PM,0,0,0,,
4/10/17 8:00,8:00:00 AM,0,0,0,,
4/10/17 10:00,10:00:00 AM,0,0,0,,
4/10/17 12:00,12:00:00 PM,0,0,0,,
4/10/17 14:00,2:00:00 PM,0,0,0,,
4/10/17 16:00,4:00:00 PM,0,0,0,,
4/11/17 8:00,8:00:00 AM,0,0,0,,
4/11/17 10:00,10:00:00 AM,0,0,0,,
4/11/17 12:00,12:00:00 PM,1.0236,1.0236,1.0236,,
4/11/17 14:00,2:00:00 PM,0,0,0,,
4/11/17 16:00,4:00:00 PM,0,0,0,,
4/12/17 8:00,8:00:00 AM,0.2521,0.2521,0.2521,,
4/12/17 10:00,10:00:00 AM,0,0,0,,
4/12/17 12:00,12:00:00 PM,0.39455,0.39455,0.39455,,
4/12/17 14:00,2:00:00 PM,0,0,0,,
4/12/17 16:00,4:00:00 PM,,25.862,25.862,,
4/13/17 8:00,8:00:00 AM,51.724,51.724,25.862,,
4/13/17 10:00,10:00:00 AM,46.424,46.424,0,,
4/13/17 12:00,12:00:00 PM,51.724,51.724,5.3003,,
4/13/17 14:00,2:00:00 PM,51.724,51.724,0,,
4/13/17 16:00,4:00:00 PM,62.76,62.76,11.035,,
4/14/17 8:00,8:00:00 AM,34.483,34.483,0,,
4/14/17 10:00,10:00:00 AM,95.219,95.219,60.736,,
4/14/17 12:00,12:00:00 PM,60.957,60.957,0,,
4/14/17 14:00,2:00:00 PM,,30.479,0,,
4/14/17 16:00,4:00:00 PM,0,0,0,,
4/15/17 8:00,8:00:00 AM,0,0,0,,
4/15/17 10:00,10:00:00 AM,0,0,0,,
4/15/17 12:00,12:00:00 PM,0,0,0,,
4/15/17 14:00,2:00:00 PM,0,0,0,,
4/15/17 16:00,4:00:00 PM,0,0,0,,
4/16/17 8:00,8:00:00 AM,,0,0,,
4/16/17 10:00,10:00:00 AM,,0,0,,
4/16/17 12:00,12:00:00 PM,,0,0,,
4/16/17 14:00,2:00:00 PM,0,0,0,,
4/16/17 16:00,4:00:00 PM,0,0,0,,
4/17/17 8:00,8:00:00 AM,0,0,0,,
4/17/17 10:00,10:00:00 AM,0,0,0,,
4/17/17 12:00,12:00:00 PM,0,0,0,,
4/17/17 14:00,2:00:00 PM,0,0,0,,
4/17/17 16:00,4:00:00 PM,0,0,0,,
4/18/17 8:00,8:00:00 AM,0,0,0,,
4/18/17 10:00,10:00:00 AM,0,0,0,,
4/18/17 12:00,12:00:00 PM,,0.3557,0.3557,,
4/18/17 14:00,2:00:00 PM,0.7114,0.7114,0.3557,,
4/18/17 16:00,4:00:00 PM,0.72559,0.72559,0.014195,,
4/19/17 8:00,8:00:00 AM,,0.3628,0,,
4/19/17 10:00,10:00:00 AM,0,0,0,,
4/19/17 12:00,12:00:00 PM,0,0,0,,
4/19/17 14:00,2:00:00 PM,0,0,0,,
4/19/17 16:00,4:00:00 PM,0,0,0,,
4/20/17 8:00,8:00:00 AM,,0,0,,
4/20/17 10:00,10:00:00 AM,0,0,0,,
4/20/17 12:00,12:00:00 PM,0,0,0,,
4/20/17 14:00,2:00:00 PM,0,0,0,,
4/20/17 16:00,4:00:00 PM,0,0,0,,
4/21/17 8:00,8:00:00 AM,,0,0,,
4/21/17 10:00,10:00:00 AM,0,0,0,,
4/21/17 12:00,12:00:00 PM,0,0,0,,
4/21/17 14:00,2:00:00 PM,0,0,0,,
4/21/17 16:00,4:00:00 PM,0,0,0,,
4/22/17 8:00,8:00:00 AM,0,0,0,,
4/22/17 10:00,10:00:00 AM,0.38547,0.38547,0.38547,,
4/22/17 12:00,12:00:00 PM,0,0,0,,
4/22/17 14:00,2:00:00 PM,0,0,0,,
4/22/17 16:00,4:00:00 PM,0,0,0,,
4/23/17 8:00,8:00:00 AM,0,0,0,,
4/23/17 10:00,10:00:00 AM,0,0,0,,
4/23/17 12:00,12:00:00 PM,0,0,0,,
4/23/17 14:00,2:00:00 PM,0,0,0,,
4/23/17 16:00,4:00:00 PM,0,0,0,,
4/24/17 8:00,8:00:00 AM,0,0,0,,
4/24/17 10:00,10:00:00 AM,0,0,0,,
4/24/17 12:00,12:00:00 PM,0,0,0,,
4/24/17 14:00,2:00:00 PM,0,0,0,,
4/24/17 16:00,4:00:00 PM,0,0,0,,
4/25/17 8:00,8:00:00 AM,0,0,0,,
4/25/17 10:00,10:00:00 AM,0,0,0,,
4/25/17 12:00,12:00:00 PM,0.80426,0.80426,0.80426,,
4/25/17 14:00,2:00:00 PM,0,0,0,,
4/25/17 16:00,4:00:00 PM,,0,0,,
4/26/17 8:00,8:00:00 AM,0,0,0,,
4/26/17 10:00,10:00:00 AM,0,0,0,,
4/26/17 12:00,12:00:00 PM,0,0,0,,
4/26/17 14:00,2:00:00 PM,0,0,0,,
4/26/17 16:00,4:00:00 PM,0,0,0,,
4/27/17 8:00,8:00:00 AM,0,0,0,,
4/27/17 10:00,10:00:00 AM,0,0,0,,
4/27/17 12:00,12:00:00 PM,0.70458,0.70458,0.70458,,
4/27/17 14:00,2:00:00 PM,,0.46972,0,,
4/27/17 16:00,4:00:00 PM,,0.23486,0,,
4/28/17 8:00,8:00:00 AM,0,0,0,,
4/28/17 10:00,10:00:00 AM,0,0,0,,
4/28/17 12:00,12:00:00 PM,0.85191,0.85191,0.85191,,
4/28/17 14:00,2:00:00 PM,1.0834,1.0834,0.23149,,
4/28/17 16:00,4:00:00 PM,,,0,,
11/7/17 8:00,8:00:00 AM,,,,,
11/7/17 11:00,11:00:00 AM,,,,,
11/7/17 14:00,2:00:00 PM,,,,,
11/7/17 17:00,5:00:00 PM,,,,,
11/8/17 8:00,8:00:00 AM,,,,,
11/8/17 11:00,11:00:00 AM,,,,,
11/8/17 14:00,2:00:00 PM,0,,,,
11/8/17 17:00,5:00:00 PM,0,,,,
11/9/17 8:00,8:00:00 AM,0,,,,
11/9/17 11:00,11:00:00 AM,0,,,,
11/9/17 14:00,2:00:00 PM,0,,,,
11/9/17 17:00,5:00:00 PM,0,,,,
11/10/17 8:00,8:00:00 AM,0,,,,
11/10/17 11:00,11:00:00 AM,0,,,,
11/10/17 14:00,2:00:00 PM,0,,,,
11/10/17 17:00,5:00:00 PM,0,,,,
11/11/17 8:00,8:00:00 AM,0,,,,
11/11/17 11:00,11:00:00 AM,0,,,,
11/11/17 14:00,2:00:00 PM,0,,,,
11/11/17 17:00,5:00:00 PM,0,,,,
11/12/17 8:00,8:00:00 AM,0,,,,
11/12/17 11:00,11:00:00 AM,0,,,,
11/12/17 14:00,2:00:00 PM,0,,,,
11/12/17 17:00,5:00:00 PM,0,,,,
11/13/17 8:00,8:00:00 AM,0,,,,
11/13/17 11:00,11:00:00 AM,0,,,,
11/13/17 14:00,2:00:00 PM,0,,,,
11/13/17 17:00,5:00:00 PM,0,,,,
11/14/17 8:00,8:00:00 AM,0,,,,
11/14/17 11:00,11:00:00 AM,0,,,,
11/14/17 14:00,2:00:00 PM,0,,,,
11/14/17 17:00,5:00:00 PM,0,,,,
11/15/17 8:00,8:00:00 AM,0,,,,
11/15/17 11:00,11:00:00 AM,0,,,,
11/15/17 14:00,2:00:00 PM,0,,,,
11/15/17 17:00,5:00:00 PM,0,,,,
11/16/17 8:00,8:00:00 AM,0,,,,
11/16/17 11:00,11:00:00 AM,0,,,,
11/16/17 14:00,2:00:00 PM,0,,,,
11/16/17 17:00,5:00:00 PM,0,,,,
11/17/17 8:00,8:00:00 AM,0,,,,
11/17/17 11:00,11:00:00 AM,0,,,,
11/17/17 14:00,2:00:00 PM,0,,,,
11/17/17 17:00,5:00:00 PM,0,,,,
11/18/17 8:00,8:00:00 AM,0,,,,
11/18/17 11:00,11:00:00 AM,0,,,,
11/18/17 14:00,2:00:00 PM,0,,,,
11/18/17 17:00,5:00:00 PM,0,,,,
11/19/17 8:00,8:00:00 AM,0,,,,
11/19/17 11:00,11:00:00 AM,0,,,,
11/19/17 14:00,2:00:00 PM,0,,,,
11/19/17 17:00,5:00:00 PM,0,,,,
11/20/17 8:00,8:00:00 AM,0,,,,
11/20/17 11:00,11:00:00 AM,0,,,,
11/20/17 14:00,2:00:00 PM,0,,,,
11/20/17 17:00,5:00:00 PM,0,,,,
11/21/17 8:00,8:00:00 AM,0,,,,
11/21/17 11:00,11:00:00 AM,0,,,,
11/21/17 14:00,2:00:00 PM,0,,,,
11/21/17 17:00,5:00:00 PM,0,,,,
11/22/17 8:00,8:00:00 AM,0,,,,
11/22/17 11:00,11:00:00 AM,0,,,,
11/22/17 14:00,2:00:00 PM,0,,,,
11/22/17 17:00,5:00:00 PM,0,,,,
11/23/17 8:00,8:00:00 AM,0,,,,
11/23/17 11:00,11:00:00 AM,0,,,,
11/23/17 14:00,2:00:00 PM,0,,,,
11/23/17 17:00,5:00:00 PM,0,,,,
11/24/17 8:00,8:00:00 AM,0,,,,
11/24/17 11:00,11:00:00 AM,0,,,,
11/24/17 14:00,2:00:00 PM,0,,,,
11/24/17 17:00,5:00:00 PM,0,,,,
11/25/17 8:00,8:00:00 AM,0,,,,
11/25/17 11:00,11:00:00 AM,0,,,,
11/25/17 14:00,2:00:00 PM,0,,,,
11/25/17 17:00,5:00:00 PM,0,,,,
11/26/17 8:00,8:00:00 AM,0,,,,
11/26/17 11:00,11:00:00 AM,0,,,,
11/26/17 14:00,2:00:00 PM,0,,,,
11/26/17 17:00,5:00:00 PM,5.687565859,,,,
11/27/17 8:00,8:00:00 AM,11.37513172,,,,
11/27/17 11:00,11:00:00 AM,17.06269758,,,,
11/27/17 14:00,2:00:00 PM,22.75026344,,,,
11/27/17 17:00,5:00:00 PM,19.90648051,,,,
11/28/17 8:00,8:00:00 AM,17.06269758,,,,
11/28/17 11:00,11:00:00 AM,8.531348788,,,,
11/28/17 14:00,2:00:00 PM,0,,,,
11/28/17 17:00,5:00:00 PM,0,,,,
11/29/17 8:00,8:00:00 AM,0,,,,
11/29/17 11:00,11:00:00 AM,0,,,,
11/29/17 14:00,2:00:00 PM,0,,,,
11/29/17 17:00,5:00:00 PM,0,,,,
11/30/17 8:00,8:00:00 AM,0,,,,
11/30/17 11:00,11:00:00 AM,0,,,,
11/30/17 14:00,2:00:00 PM,0,,,,
11/30/17 17:00,5:00:00 PM,0,,,,
12/1/17 8:00,8:00:00 AM,0,,,,
12/1/17 11:00,11:00:00 AM,0,,,,
12/1/17 14:00,2:00:00 PM,0,,,,
12/1/17 17:00,5:00:00 PM,0,,,,
12/2/17 8:00,8:00:00 AM,0,,,,
12/2/17 11:00,11:00:00 AM,0,,,,
12/2/17 14:00,2:00:00 PM,0,,,,
12/2/17 17:00,5:00:00 PM,5.687565859,,,,
12/3/17 8:00,8:00:00 AM,11.37513172,,,,
12/3/17 11:00,11:00:00 AM,5.687565859,,,,
12/3/17 14:00,2:00:00 PM,0,,,,
12/3/17 17:00,5:00:00 PM,0,,,,
12/4/17 8:00,8:00:00 AM,0,,,,
12/4/17 11:00,11:00:00 AM,0,,,,
12/4/17 14:00,2:00:00 PM,0,,,,
12/4/17 17:00,5:00:00 PM,0,,,,
12/5/17 8:00,8:00:00 AM,0,,,,
12/5/17 11:00,11:00:00 AM,0,,,,
12/5/17 14:00,2:00:00 PM,0,,,,
12/5/17 17:00,5:00:00 PM,0,,,,
12/6/17 8:00,8:00:00 AM,0,,,,
12/6/17 11:00,11:00:00 AM,0,,,,
12/6/17 14:00,2:00:00 PM,0,,,,
12/6/17 17:00,5:00:00 PM,0,,,,
12/7/17 8:00,8:00:00 AM,0,,,,
12/7/17 11:00,11:00:00 AM,0,,,,
12/7/17 14:00,2:00:00 PM,0,,,,
12/7/17 17:00,5:00:00 PM,0,,,,
12/8/17 8:00,8:00:00 AM,0,,,,
12/8/17 11:00,11:00:00 AM,0,,,,
12/8/17 14:00,2:00:00 PM,0,,,,
12/8/17 17:00,5:00:00 PM,0,,,,
12/9/17 8:00,8:00:00 AM,0,,,,
12/9/17 11:00,11:00:00 AM,0,,,,
12/9/17 14:00,2:00:00 PM,0,,,,
12/9/17 17:00,5:00:00 PM,0,,,,
12/10/17 8:00,8:00:00 AM,0,,,,
12/10/17 11:00,11:00:00 AM,0,,,,
12/10/17 14:00,2:00:00 PM,0,,,,
12/10/17 17:00,5:00:00 PM,0,,,,
12/11/17 8:00,8:00:00 AM,0,,,,
12/11/17 11:00,11:00:00 AM,0,,,,
12/11/17 14:00,2:00:00 PM,0,,,,
12/11/17 17:00,5:00:00 PM,0,,,,
12/12/17 8:00,8:00:00 AM,0,,,,
12/12/17 11:00,11:00:00 AM,0,,,,
12/12/17 14:00,2:00:00 PM,0,,,,
12/12/17 17:00,5:00:00 PM,0,,,,
12/13/17 8:00,8:00:00 AM,0,,,,
12/13/17 11:00,11:00:00 AM,0,,,,
12/13/17 14:00,2:00:00 PM,0,,,,
12/13/17 17:00,5:00:00 PM,0,,,,
12/14/17 8:00,8:00:00 AM,0,,,,
12/14/17 11:00,11:00:00 AM,0,,,,
12/14/17 14:00,2:00:00 PM,0,,,,
12/14/17 17:00,5:00:00 PM,0,,,,
12/15/17 8:00,8:00:00 AM,0,,,,
12/15/17 11:00,11:00:00 AM,0,,,,
12/15/17 14:00,2:00:00 PM,0,,,,
12/15/17 17:00,5:00:00 PM,0,,,,
12/16/17 8:00,8:00:00 AM,0,,,,
12/16/17 11:00,11:00:00 AM,0,,,,
12/16/17 14:00,2:00:00 PM,0,,,,
12/16/17 17:00,5:00:00 PM,0,,,,
12/17/17 8:00,8:00:00 AM,0,,,,
12/17/17 11:00,11:00:00 AM,0,,,,
12/17/17 14:00,2:00:00 PM,0,,,,
12/17/17 17:00,5:00:00 PM,0,,,,
12/18/17 8:00,8:00:00 AM,0,,,,
12/18/17 11:00,11:00:00 AM,0,,,,
12/18/17 14:00,2:00:00 PM,0,,,,
12/18/17 17:00,5:00:00 PM,0,,,,
12/19/17 8:00,8:00:00 AM,0,,,,
12/19/17 11:00,11:00:00 AM,0,,,,
12/19/17 14:00,2:00:00 PM,0,,,,
12/19/17 17:00,5:00:00 PM,2.843782929,,,,
12/20/17 8:00,8:00:00 AM,5.687565859,,,,
12/20/17 11:00,11:00:00 AM,8.531348788,,,,
12/20/17 14:00,2:00:00 PM,11.37513172,,,,
12/20/17 17:00,5:00:00 PM,8.531348788,,,,
12/21/17 8:00,8:00:00 AM,5.687565859,,,,
12/21/17 11:00,11:00:00 AM,5.687565859,,,,
12/21/17 14:00,2:00:00 PM,5.687565859,,,,
12/21/17 17:00,5:00:00 PM,5.687565859,,,,
12/22/17 8:00,8:00:00 AM,5.687565859,,,,
12/22/17 11:00,11:00:00 AM,2.843782929,,,,
12/22/17 14:00,2:00:00 PM,0,,,,
12/22/17 17:00,5:00:00 PM,0,,,,
12/23/17 8:00,8:00:00 AM,0,,,,
12/23/17 11:00,11:00:00 AM,0,,,,
12/23/17 14:00,2:00:00 PM,0,,,,
12/23/17 17:00,5:00:00 PM,0,,,,
12/24/17 8:00,8:00:00 AM,0,,,,
12/24/17 11:00,11:00:00 AM,0,,,,
12/24/17 14:00,2:00:00 PM,0,,,,
12/24/17 17:00,5:00:00 PM,0,,,,
12/25/17 8:00,8:00:00 AM,0,,,,
12/25/17 11:00,11:00:00 AM,0,,,,
12/25/17 14:00,2:00:00 PM,0,,,,
12/25/17 17:00,5:00:00 PM,0,,,,
12/26/17 8:00,8:00:00 AM,0,,,,
12/26/17 11:00,11:00:00 AM,0,,,,
12/26/17 14:00,2:00:00 PM,0,,,,
12/26/17 17:00,5:00:00 PM,0,,,,
12/27/17 8:00,8:00:00 AM,0,,,,
12/27/17 11:00,11:00:00 AM,0,,,,
12/27/17 14:00,2:00:00 PM,0,,,,
12/27/17 17:00,5:00:00 PM,0,,,,
12/28/17 8:00,8:00:00 AM,0,,,,
12/28/17 11:00,11:00:00 AM,0,,,,
12/28/17 14:00,2:00:00 PM,0,,,,
12/28/17 17:00,5:00:00 PM,0,,,,
12/29/17 8:00,8:00:00 AM,0,,,,
12/29/17 11:00,11:00:00 AM,0,,,,
12/29/17 14:00,2:00:00 PM,0,,,,
12/29/17 17:00,5:00:00 PM,0,,,,
12/30/17 8:00,8:00:00 AM,0,,,,
12/30/17 11:00,11:00:00 AM,0,,,,
12/30/17 14:00,2:00:00 PM,0,,,,
12/30/17 17:00,5:00:00 PM,0,,,,
12/31/17 8:00,8:00:00 AM,0,,,,
12/31/17 11:00,11:00:00 AM,0,,,,
12/31/17 14:00,2:00:00 PM,0,,,,
12/31/17 17:00,5:00:00 PM,0,,,,
1/1/18 8:00,8:00:00 AM,0,,,,
1/1/18 11:00,11:00:00 AM,0,,,,
1/1/18 14:00,2:00:00 PM,0,,,,
1/1/18 17:00,5:00:00 PM,0,,,,
1/2/18 8:00,8:00:00 AM,0,,,,
1/2/18 11:00,11:00:00 AM,0,,,,
1/2/18 14:00,2:00:00 PM,0,,,,
1/2/18 17:00,5:00:00 PM,0,,,,
1/3/18 8:00,8:00:00 AM,0,,,,
1/3/18 11:00,11:00:00 AM,0,,,,
1/3/18 14:00,2:00:00 PM,0,,,,
1/3/18 17:00,5:00:00 PM,0,,,,
1/4/18 8:00,8:00:00 AM,0,,,,
1/4/18 11:00,11:00:00 AM,0,,,,
1/4/18 14:00,2:00:00 PM,0,,,,
1/4/18 17:00,5:00:00 PM,0,,,,
1/5/18 8:00,8:00:00 AM,0,,,,
1/5/18 11:00,11:00:00 AM,0,,,,
1/5/18 14:00,2:00:00 PM,0,,,,
1/5/18 17:00,5:00:00 PM,0,,,,
1/6/18 8:00,8:00:00 AM,0,,,,
1/6/18 11:00,11:00:00 AM,0,,,,
1/6/18 14:00,2:00:00 PM,0,,,,
1/6/18 17:00,5:00:00 PM,0,,,,
1/7/18 8:00,8:00:00 AM,0,,,,
1/7/18 11:00,11:00:00 AM,0,,,,
1/7/18 14:00,2:00:00 PM,0,,,,
1/7/18 17:00,5:00:00 PM,0,,,,
1/8/18 8:00,8:00:00 AM,0,,,,
1/8/18 11:00,11:00:00 AM,0,,,,
1/8/18 14:00,2:00:00 PM,0,,,,
1/8/18 17:00,5:00:00 PM,0,,,,
1/9/18 8:00,8:00:00 AM,0,,,,
1/9/18 11:00,11:00:00 AM,0,,,,
1/9/18 14:00,2:00:00 PM,0,,,,
1/9/18 17:00,5:00:00 PM,0,,,,
1/10/18 8:00,8:00:00 AM,0,,,,
1/10/18 11:00,11:00:00 AM,0,,,,
1/10/18 14:00,2:00:00 PM,0,,,,
1/10/18 17:00,5:00:00 PM,0,,,,
1/11/18 8:00,8:00:00 AM,0,,,,
1/11/18 11:00,11:00:00 AM,0,,,,
1/11/18 14:00,2:00:00 PM,0,,,,
1/11/18 17:00,5:00:00 PM,0,,,,
1/12/18 8:00,8:00:00 AM,0,,,,
1/12/18 11:00,11:00:00 AM,0,,,,
1/12/18 14:00,2:00:00 PM,0,,,,
1/12/18 17:00,5:00:00 PM,0,,,,
1/13/18 8:00,8:00:00 AM,0,,,,
1/13/18 11:00,11:00:00 AM,0,,,,
1/13/18 14:00,2:00:00 PM,0,,,,
1/13/18 17:00,5:00:00 PM,0,,,,
1/14/18 8:00,8:00:00 AM,0,,,,
1/14/18 11:00,11:00:00 AM,0,,,,
1/14/18 14:00,2:00:00 PM,0,,,,
1/14/18 17:00,5:00:00 PM,0,,,,
1/15/18 8:00,8:00:00 AM,0,,,,
1/15/18 11:00,11:00:00 AM,0,,,,
1/15/18 14:00,2:00:00 PM,0,,,,
1/15/18 17:00,5:00:00 PM,0,,,,
1/16/18 8:00,8:00:00 AM,0,,,,
1/16/18 11:00,11:00:00 AM,0,,,,
1/16/18 14:00,2:00:00 PM,0,,,,
1/16/18 17:00,5:00:00 PM,0,,,,
1/17/18 8:00,8:00:00 AM,0,,,,
1/17/18 11:00,11:00:00 AM,0,,,,
1/17/18 14:00,2:00:00 PM,0,,,,
1/17/18 17:00,5:00:00 PM,0,,,,
1/18/18 8:00,8:00:00 AM,0,,,,
1/18/18 11:00,11:00:00 AM,0,,,,
1/18/18 14:00,2:00:00 PM,0,,,,
1/18/18 17:00,5:00:00 PM,11.37513172,,,,
1/19/18 8:00,8:00:00 AM,22.75026344,,,,
1/19/18 11:00,11:00:00 AM,22.75026344,,,,
1/19/18 14:00,2:00:00 PM,22.75026344,,,,
1/19/18 17:00,5:00:00 PM,19.90648051,,,,
1/20/18 8:00,8:00:00 AM,17.06269758,,,,
1/20/18 11:00,11:00:00 AM,12.55306518,,,,
1/20/18 14:00,2:00:00 PM,8.043432774,,,,
1/20/18 17:00,5:00:00 PM,6.865499317,,,,
1/21/18 8:00,8:00:00 AM,5.687565859,,,,
1/21/18 11:00,11:00:00 AM,5.687565859,,,,
1/21/18 14:00,2:00:00 PM,5.687565859,,,,
1/21/18 17:00,5:00:00 PM,6.865499317,,,,
1/22/18 8:00,8:00:00 AM,8.043432774,,,,
1/22/18 11:00,11:00:00 AM,4.021716387,,,,
1/22/18 14:00,2:00:00 PM,0,,,,
1/22/18 17:00,5:00:00 PM,0,,,,
1/23/18 8:00,8:00:00 AM,0,,,,
1/23/18 11:00,11:00:00 AM,0,,,,
1/23/18 14:00,2:00:00 PM,0,,,,
1/23/18 17:00,5:00:00 PM,0,,,,
1/24/18 8:00,8:00:00 AM,0,,,,
1/24/18 11:00,11:00:00 AM,0,,,,
1/24/18 14:00,2:00:00 PM,0,,,,
1/24/18 17:00,5:00:00 PM,45.50052687,,,,
1/25/18 8:00,8:00:00 AM,91.00105374,,,,
1/25/18 11:00,11:00:00 AM,71.09457323,,,,
1/25/18 14:00,2:00:00 PM,51.18809273,,,,
1/25/18 17:00,5:00:00 PM,56.87565859,,,,
1/26/18 8:00,8:00:00 AM,62.56322445,,,,
1/26/18 11:00,11:00:00 AM,54.03187566,,,,
1/26/18 14:00,2:00:00 PM,45.50052687,,,,
1/26/18 17:00,5:00:00 PM,45.50052687,,,,
1/27/18 8:00,8:00:00 AM,45.50052687,,,,
1/27/18 11:00,11:00:00 AM,22.75026344,,,,
1/27/18 14:00,2:00:00 PM,19.13219194,,,,
1/27/18 17:00,5:00:00 PM,15.51412045,,,,
1/28/18 8:00,8:00:00 AM,11.89604896,,,,
1/28/18 11:00,11:00:00 AM,8.277977474,,,,
1/28/18 14:00,2:00:00 PM,0,,,,
1/28/18 17:00,5:00:00 PM,0,,,,
1/29/18 8:00,8:00:00 AM,0,,,,
1/29/18 11:00,11:00:00 AM,0,,,,
1/29/18 14:00,2:00:00 PM,0,,,,
1/29/18 17:00,5:00:00 PM,0,,,,
1/30/18 8:00,8:00:00 AM,0,,,,
1/30/18 11:00,11:00:00 AM,0,,,,
1/30/18 14:00,2:00:00 PM,0,,,,
1/30/18 17:00,5:00:00 PM,0,,,,
1/31/18 8:00,8:00:00 AM,0,,,,
1/31/18 11:00,11:00:00 AM,0,,,,
1/31/18 14:00,2:00:00 PM,0,,,,
1/31/18 17:00,5:00:00 PM,0,,,,
2/1/18 8:00,8:00:00 AM,0,,,,
2/1/18 11:00,11:00:00 AM,0,,,,
2/1/18 14:00,2:00:00 PM,0,,,,
2/1/18 17:00,5:00:00 PM,0,,,,
2/2/18 8:00,8:00:00 AM,0,,,,
2/2/18 11:00,11:00:00 AM,0,,,,
2/2/18 14:00,2:00:00 PM,0,,,,
2/2/18 17:00,5:00:00 PM,0,,,,
2/3/18 8:00,8:00:00 AM,0,,,,
2/3/18 11:00,11:00:00 AM,0,,,,
2/3/18 14:00,2:00:00 PM,0,,,,
2/3/18 17:00,5:00:00 PM,0,,,,
2/4/18 8:00,8:00:00 AM,0,,,,
2/4/18 11:00,11:00:00 AM,0,,,,
2/4/18 14:00,2:00:00 PM,0,,,,
2/4/18 17:00,5:00:00 PM,0,,,,
2/5/18 8:00,8:00:00 AM,0,,,,
2/5/18 11:00,11:00:00 AM,0,,,,
2/5/18 14:00,2:00:00 PM,0,,,,
2/5/18 17:00,5:00:00 PM,0,,,,
2/6/18 8:00,8:00:00 AM,0,,,,
2/6/18 11:00,11:00:00 AM,0,,,,
2/6/18 14:00,2:00:00 PM,0,,,,
2/6/18 17:00,5:00:00 PM,0,,,,
2/7/18 8:00,8:00:00 AM,0,,,,
2/7/18 11:00,11:00:00 AM,0,,,,
2/7/18 14:00,2:00:00 PM,0,,,,
2/7/18 17:00,5:00:00 PM,0,,,,
2/8/18 8:00,8:00:00 AM,0,,,,
2/8/18 11:00,11:00:00 AM,0,,,,
2/8/18 14:00,2:00:00 PM,0,,,,
2/8/18 17:00,5:00:00 PM,0,,,,
2/9/18 8:00,8:00:00 AM,0,,,,
2/9/18 11:00,11:00:00 AM,0,,,,
2/9/18 14:00,2:00:00 PM,0,,,,
2/9/18 17:00,5:00:00 PM,0,,,,
2/10/18 8:00,8:00:00 AM,0,,,,
2/10/18 11:00,11:00:00 AM,0,,,,
2/10/18 14:00,2:00:00 PM,0,,,,
2/10/18 17:00,5:00:00 PM,0,,,,
2/11/18 8:00,8:00:00 AM,0,,,,
2/11/18 11:00,11:00:00 AM,0,,,,
2/11/18 14:00,2:00:00 PM,0,,,,
2/11/18 17:00,5:00:00 PM,0,,,,
2/12/18 8:00,8:00:00 AM,0,,,,
2/12/18 11:00,11:00:00 AM,0,,,,
2/12/18 14:00,2:00:00 PM,0,,,,
2/12/18 17:00,5:00:00 PM,0,,,,
2/13/18 8:00,8:00:00 AM,0,,,,
2/13/18 11:00,11:00:00 AM,0,,,,
2/13/18 14:00,2:00:00 PM,0,,,,
2/13/18 17:00,5:00:00 PM,0,,,,
2/14/18 8:00,8:00:00 AM,0,,,,
2/14/18 11:00,11:00:00 AM,0,,,,
2/14/18 14:00,2:00:00 PM,0,,,,
2/14/18 17:00,5:00:00 PM,0,,,,
2/15/18 8:00,8:00:00 AM,0,,,,
2/15/18 11:00,11:00:00 AM,0,,,,
2/15/18 14:00,2:00:00 PM,0,,,,
2/15/18 17:00,5:00:00 PM,0,,,,
2/16/18 8:00,8:00:00 AM,0,,,,
2/16/18 11:00,11:00:00 AM,0,,,,
2/16/18 14:00,2:00:00 PM,0,,,,
2/16/18 17:00,5:00:00 PM,0,,,,
2/17/18 8:00,8:00:00 AM,0,,,,
2/17/18 11:00,11:00:00 AM,,,,,
2/17/18 14:00,2:00:00 PM,,,,,
2/17/18 17:00,5:00:00 PM,,,,,
2/18/18 8:00,8:00:00 AM,0,,,,
2/18/18 11:00,11:00:00 AM,0,,,,
2/18/18 14:00,2:00:00 PM,0,,,,
2/18/18 17:00,5:00:00 PM,2.735229759,,,,
2/19/18 8:00,8:00:00 AM,5.470459519,,,,
2/19/18 11:00,11:00:00 AM,8.205689278,,,,
2/19/18 14:00,2:00:00 PM,10.94091904,,,,
2/19/18 17:00,5:00:00 PM,16.5919393,,,,
2/20/18 8:00,8:00:00 AM,22.24295957,,,,
2/20/18 11:00,11:00:00 AM,27.89397983,,,,
2/20/18 14:00,2:00:00 PM,16.41137856,,,,
2/20/18 17:00,5:00:00 PM,21.88183807,,,,
2/21/18 8:00,8:00:00 AM,19.14660832,,,,
2/21/18 11:00,11:00:00 AM,16.41137856,,,,
2/21/18 14:00,2:00:00 PM,5.470459519,,,,
2/21/18 17:00,5:00:00 PM,5.470459519,,,,
2/22/18 8:00,8:00:00 AM,71.41770283,,,,
2/22/18 11:00,11:00:00 AM,70.8892693,,,,
2/22/18 14:00,2:00:00 PM,70.36083577,,,,
